Norway,36.8
Spain,36.0
Netherlands,35.3
Switzerland,34.3
Denmark,32.7
United Kingdom,31.9
Finland,31.3
Iceland,31.1
Cyprus,30.7
Austria,30.5
France,30.4
Ireland,30.0
Germany,29.8
Malta,29.0
Italy,28.1
Sweden,28.0
Portugal,24.8
Belgium,23.7
Greece,23.6
Luxembourg,13.2
